,age,job,marital,education,default,housing_loan,personal_loan,last_contact_month,day_of_week,num_contact_compaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,term_deposit
3104,35,admin.,married,high.school,no,no,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3105,42,services,married,high.school,no,no,yes,jun,tue,3,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3106,30,student,single,high.school,no,no,no,mar,fri,5,10,2,failure,-1.8,92.843,-50.0,1.64,5099.1,yes
3107,25,technician,single,professional.course,no,yes,no,nov,fri,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,yes
3108,36,admin.,married,university.degree,no,no,yes,may,thu,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3109,49,blue-collar,married,basic.9y,no,no,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3110,52,admin.,married,high.school,no,no,no,nov,fri,1,0,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
3112,26,unemployed,single,university.degree,no,yes,no,aug,thu,1,3,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes
3113,56,admin.,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3114,37,entrepreneur,married,university.degree,no,yes,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
3115,32,admin.,single,university.degree,no,no,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3116,36,blue-collar,married,basic.9y,no,yes,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
3117,36,admin.,married,high.school,no,yes,no,aug,fri,11,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3118,26,blue-collar,married,basic.9y,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
3119,48,blue-collar,married,basic.9y,no,no,no,may,thu,1,0,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
3120,57,blue-collar,married,basic.4y,no,yes,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3121,45,blue-collar,married,basic.9y,no,yes,no,mar,tue,1,0,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,no
3122,46,technician,married,university.degree,no,yes,no,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
3123,38,blue-collar,married,basic.6y,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3124,24,self-employed,single,university.degree,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3125,38,technician,single,professional.course,no,yes,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3126,60,retired,married,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3127,44,services,divorced,basic.6y,no,yes,no,aug,wed,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes
3128,32,blue-collar,married,basic.9y,no,no,no,jul,tue,5,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3129,38,blue-collar,married,high.school,no,no,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3130,45,admin.,married,high.school,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3131,44,blue-collar,single,basic.4y,no,yes,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
3132,44,blue-collar,married,basic.6y,no,yes,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
3133,31,admin.,single,university.degree,no,no,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3134,32,blue-collar,married,basic.6y,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
3135,45,admin.,married,university.degree,no,no,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3136,40,technician,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
3137,45,blue-collar,married,professional.course,no,no,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
3138,44,technician,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
3139,43,admin.,single,high.school,no,no,no,nov,wed,1,0,1,failure,-0.1,93.2,-42.0,4.12,5195.8,yes
3140,25,student,single,high.school,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3141,47,admin.,married,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3142,39,admin.,married,high.school,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
3143,32,technician,married,university.degree,no,yes,no,may,wed,2,0,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
3144,41,technician,married,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3145,58,retired,married,basic.4y,no,yes,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3146,42,services,married,professional.course,no,yes,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
3147,50,admin.,married,basic.4y,no,yes,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
3148,42,management,married,university.degree,no,yes,yes,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3149,53,blue-collar,married,basic.4y,no,yes,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
3150,54,housemaid,divorced,university.degree,no,yes,yes,nov,thu,1,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes
3151,31,admin.,married,high.school,no,no,yes,aug,mon,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes
3152,50,housemaid,married,basic.9y,no,yes,yes,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3153,48,self-employed,divorced,high.school,no,yes,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
3154,30,technician,single,university.degree,no,no,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3155,43,technician,married,professional.course,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
3156,36,blue-collar,married,basic.9y,no,no,yes,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
3157,37,services,married,high.school,no,no,yes,jul,mon,5,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3158,55,admin.,married,university.degree,no,yes,no,mar,thu,7,0,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,no
3159,47,management,married,basic.9y,no,no,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
3160,54,technician,married,professional.course,no,yes,no,apr,mon,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3161,26,management,single,university.degree,no,no,no,sep,fri,2,0,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
3162,27,admin.,single,professional.course,no,yes,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3163,32,admin.,single,university.degree,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3164,43,housemaid,married,basic.4y,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3165,26,management,single,university.degree,no,no,no,mar,thu,1,0,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,yes
3166,32,services,married,high.school,no,yes,yes,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
3167,32,blue-collar,married,basic.6y,no,yes,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3168,28,blue-collar,married,basic.9y,no,no,yes,jun,fri,5,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3170,33,technician,single,professional.course,no,yes,no,may,wed,2,0,2,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
3171,42,technician,married,professional.course,no,yes,no,aug,wed,1,0,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
3172,53,services,married,basic.9y,no,yes,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
3174,47,management,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
3175,43,blue-collar,married,high.school,no,yes,no,nov,mon,2,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
3176,51,blue-collar,married,basic.4y,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3177,34,housemaid,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
3178,57,retired,married,basic.4y,no,yes,no,may,thu,10,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3180,41,technician,single,university.degree,no,yes,yes,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3181,36,blue-collar,married,N/A,no,yes,yes,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3182,37,admin.,married,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3183,28,student,single,university.degree,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3184,31,management,single,university.degree,no,yes,no,nov,wed,2,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
3186,54,admin.,married,high.school,no,yes,no,jun,mon,12,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
3187,48,unemployed,married,professional.course,no,no,no,may,wed,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
3188,50,blue-collar,single,basic.9y,no,yes,yes,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3189,38,technician,single,university.degree,no,yes,no,may,tue,12,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3190,25,student,single,N/A,no,no,no,jun,mon,3,0,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
3191,37,admin.,married,high.school,no,no,no,may,fri,5,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
3192,31,technician,single,university.degree,no,no,yes,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3193,28,admin.,single,university.degree,no,no,no,jun,mon,1,0,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
3194,46,technician,married,professional.course,no,yes,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
3195,31,blue-collar,married,basic.6y,no,yes,yes,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3196,31,management,married,high.school,no,yes,yes,jun,tue,2,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3197,30,admin.,single,university.degree,no,yes,no,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3198,35,admin.,single,university.degree,no,yes,no,nov,thu,2,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
3199,30,technician,married,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
3201,34,admin.,married,university.degree,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3202,32,technician,married,professional.course,no,no,yes,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
3203,43,management,married,university.degree,no,no,no,nov,wed,2,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
3204,57,blue-collar,married,basic.4y,no,no,no,jun,fri,4,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3206,34,blue-collar,married,basic.4y,no,no,yes,jun,tue,2,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
3207,32,technician,married,professional.course,no,no,no,apr,mon,2,0,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes
3208,33,admin.,single,professional.course,no,yes,no,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
3209,46,management,single,university.degree,no,yes,no,jul,mon,1,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
3211,45,blue-collar,married,basic.4y,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3212,41,blue-collar,married,basic.6y,no,yes,yes,nov,tue,1,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
3213,49,admin.,married,high.school,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
3214,50,management,married,high.school,no,no,yes,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3215,34,entrepreneur,married,basic.4y,no,yes,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
3216,47,management,married,university.degree,no,yes,no,aug,mon,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,no
3217,47,services,married,high.school,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
3218,55,blue-collar,married,basic.6y,no,no,no,jul,tue,4,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3219,46,blue-collar,married,basic.6y,no,yes,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3220,24,student,single,high.school,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
3221,32,blue-collar,single,basic.4y,no,yes,no,jul,tue,12,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3222,31,blue-collar,married,high.school,no,no,no,jul,wed,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
3223,31,blue-collar,married,basic.9y,no,yes,yes,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3224,29,entrepreneur,married,high.school,no,yes,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
3225,48,blue-collar,married,basic.4y,no,no,no,may,mon,7,0,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
3226,33,admin.,married,high.school,no,yes,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
3227,43,technician,married,university.degree,no,no,no,nov,fri,9,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
3228,29,services,single,high.school,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3229,47,blue-collar,married,basic.4y,no,yes,no,jul,mon,4,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3230,47,management,married,university.degree,no,yes,no,aug,tue,8,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3231,33,admin.,married,basic.9y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3232,56,entrepreneur,married,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
3233,33,technician,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3234,30,blue-collar,single,basic.4y,no,yes,yes,may,thu,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3235,36,management,married,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
3236,50,blue-collar,married,basic.9y,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
3237,45,technician,married,high.school,no,yes,no,jul,tue,5,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3238,38,admin.,single,high.school,no,yes,no,apr,thu,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes
3239,31,unemployed,single,high.school,no,no,no,may,thu,2,0,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,no
3240,30,technician,married,professional.course,no,yes,yes,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
3241,39,services,married,high.school,no,yes,no,jul,thu,29,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
3242,37,blue-collar,married,basic.9y,no,no,no,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3243,45,management,married,N/A,no,yes,no,apr,tue,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes
3244,36,blue-collar,single,basic.9y,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3245,22,blue-collar,married,professional.course,no,yes,no,jul,fri,4,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
3246,33,entrepreneur,married,university.degree,no,yes,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3247,37,technician,single,high.school,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
3248,38,management,married,university.degree,no,yes,yes,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
3249,53,admin.,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3250,31,technician,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3251,44,management,married,university.degree,no,no,no,aug,tue,2,0,2,failure,-2.9,92.201,-31.4,0.883,5076.2,yes
3252,31,services,married,high.school,no,no,no,may,wed,6,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3253,43,admin.,married,university.degree,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
3254,30,blue-collar,single,basic.9y,no,no,no,jun,fri,8,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
3255,47,housemaid,single,basic.4y,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3256,28,blue-collar,married,basic.4y,no,yes,no,jul,thu,4,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3257,33,unemployed,married,high.school,no,yes,no,may,mon,1,0,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
3258,42,admin.,married,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
3259,45,services,married,high.school,no,no,no,jun,tue,7,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
3260,32,services,married,high.school,no,no,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
3261,41,management,married,high.school,no,no,yes,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3262,50,blue-collar,married,basic.9y,no,yes,no,apr,thu,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes
3263,42,blue-collar,married,basic.4y,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
3264,45,blue-collar,single,basic.4y,no,yes,yes,jul,tue,3,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3265,52,entrepreneur,married,basic.9y,no,yes,yes,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
3266,49,blue-collar,married,basic.6y,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
3267,39,management,married,N/A,no,no,no,nov,thu,1,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
3268,20,blue-collar,single,high.school,no,yes,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
3269,36,entrepreneur,married,university.degree,no,no,yes,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3270,44,services,divorced,high.school,no,yes,yes,apr,tue,1,0,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
3271,34,technician,divorced,professional.course,no,yes,no,may,fri,2,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
3272,67,self-employed,married,university.degree,no,yes,no,nov,tue,4,0,1,failure,-3.4,92.649,-30.1,0.72,5017.5,no
3273,42,admin.,married,university.degree,no,yes,no,aug,wed,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3274,41,self-employed,single,university.degree,no,yes,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3275,37,technician,single,university.degree,no,yes,no,may,tue,1,0,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
3276,35,admin.,single,basic.4y,no,no,no,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
3277,34,entrepreneur,married,university.degree,no,yes,no,nov,thu,1,0,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
3278,48,management,married,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3279,46,admin.,single,high.school,no,no,no,jul,wed,3,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
3280,57,admin.,divorced,high.school,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3281,54,housemaid,married,basic.4y,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3282,34,admin.,married,basic.9y,no,yes,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3283,29,technician,single,high.school,no,no,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
3284,38,blue-collar,married,basic.9y,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
3285,27,student,single,high.school,no,yes,no,may,thu,1,0,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
3286,42,blue-collar,married,basic.6y,no,yes,no,may,wed,3,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
3287,35,technician,divorced,professional.course,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
3288,40,entrepreneur,married,professional.course,no,yes,no,apr,thu,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
3289,44,admin.,single,university.degree,no,yes,no,may,mon,7,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3290,33,admin.,single,university.degree,no,no,no,aug,wed,4,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3291,54,blue-collar,married,basic.9y,no,yes,yes,nov,wed,1,0,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
3292,32,technician,married,high.school,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3293,47,admin.,single,university.degree,no,yes,no,aug,thu,4,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
3294,40,admin.,single,high.school,no,yes,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3295,30,admin.,married,university.degree,no,yes,yes,may,mon,4,0,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
3296,28,technician,single,professional.course,no,yes,no,jul,tue,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no
3297,40,entrepreneur,married,basic.4y,no,yes,yes,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
3298,39,blue-collar,married,basic.4y,no,yes,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3299,27,technician,single,high.school,no,yes,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
3300,51,housemaid,married,basic.4y,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
3301,39,admin.,divorced,professional.course,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
3302,46,admin.,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
3303,49,unemployed,married,high.school,no,no,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
3304,47,admin.,married,university.degree,no,yes,no,nov,fri,3,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
3305,32,admin.,divorced,university.degree,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3306,35,entrepreneur,married,high.school,no,yes,no,nov,mon,2,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
3307,27,admin.,single,high.school,no,yes,yes,may,wed,4,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
3308,42,blue-collar,married,basic.9y,no,no,no,apr,thu,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
3309,35,technician,married,university.degree,no,no,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3310,37,technician,single,university.degree,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
3311,48,blue-collar,married,basic.4y,no,no,yes,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
3312,29,unemployed,single,university.degree,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3313,50,management,married,university.degree,no,yes,yes,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3314,30,blue-collar,single,university.degree,no,no,no,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3315,58,self-employed,divorced,university.degree,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
3316,52,blue-collar,married,basic.9y,no,no,yes,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3317,32,entrepreneur,married,university.degree,no,yes,yes,nov,mon,1,0,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
3318,55,retired,married,basic.6y,no,yes,yes,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3319,49,technician,married,professional.course,no,yes,no,jul,thu,12,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
3320,35,admin.,single,university.degree,no,no,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
3321,41,blue-collar,divorced,basic.6y,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3322,44,blue-collar,married,basic.6y,no,no,yes,may,thu,2,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
3323,35,technician,married,professional.course,no,no,no,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
3324,44,admin.,married,university.degree,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3325,27,technician,single,basic.9y,no,yes,no,apr,wed,1,0,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
